200
0.5 5.43855513D-01
0.54773869 5.54834062D-01
0.59547739 5.67564431D-01
0.64321608 5.81706396D-01
0.69095477 5.96556236D-01
0.73869347 6.11381365D-01
0.78643216 6.25498627D-01
0.83417085 6.38323829D-01
0.88190955 6.49378651D-01
0.92964824 6.58277809D-01
0.97738693 6.64707934D-01
1.02512563 6.68405302D-01
1.07286432 6.69138577D-01
1.12060302 6.66700775D-01
1.16834171 6.60911055D-01
1.2160804  6.51624628D-01
1.2638191  6.38747479D-01
1.31155779 6.22255629D-01
1.35929648 6.02210800D-01
1.40703518 5.78854109D-01
1.45477387 5.52261546D-01
1.50251256 5.22871788D-01
1.55025126 4.91120173D-01
1.59798995 4.57537719D-01
1.64572864 4.22653899D-01
1.69346734 3.87099789D-01
1.74120603 3.51496583D-01
1.78894472 3.16457980D-01
1.83668342 2.82546303D-01
1.88442211 2.50252809D-01
1.9321608  2.19972480D-01
1.9798995  1.91990539D-01
2.02763819 1.66479291D-01
2.07537688 1.43504541D-01
2.12311558 1.23040243D-01
2.17085427 1.04987794D-01
2.21859296 8.91966971D-02
2.26633166 7.54839326D-02
2.31407035 6.36503650D-02
2.36180905 5.34934848D-02
2.40954774 4.48165155D-02
2.45728643 3.74343422D-02
2.50502513 3.11769124D-02
2.55276382 2.58907746D-02
2.60050251 2.14393240D-02
2.64824121 1.77022197D-02
2.6959799 1.45744617D-02
2.74371859 1.19644297D-02
2.79145729 9.79323695D-03
2.83919598 7.99379177D-03
2.88693467 6.50749434D-03
2.93467337 5.28804082D-03
2.98241206 4.28537998D-03
3.03015075 3.46735325D-03
3.07788945 2.80316086D-03
3.12562814 2.26663927D-03
3.17336683 1.83562978D-03
3.22110553 1.49132656D-03
3.26884422 1.21793289D-03
3.31658291 1.00215467D-03
3.36432161 8.32867977D-04
3.4120603  7.00810565D-04
3.45979899 5.98315233D-04
3.50753769 5.19076166D-04
3.55527638 4.57947183D-04
3.60301508 4.10763603D-04
3.65075377 3.74187156D-04
3.69849246 3.45571129D-04
3.74623116 3.22841756D-04
3.79396985 3.04230863D-04
3.84170854 2.88877998D-04
3.88944724 2.75677294D-04
3.93718593 2.63963099D-04
3.98492462 2.53261747D-04
4.03266332 2.43246086D-04
4.08040201 2.33700556D-04
4.1281407  2.24491160D-04
